725.541333333,861.223333333,1092.06,777.383333333,1332.65,881.27,760.63,919.67,337.860666667,263.246666667,1372.53,736.543333333,808.173333333,1297.44666667,711.84,1034.92666667,1468.5,497.481333333,1208.63666667,1086.45,789.578,1111.94666667,878.466666667,694.983333333,1117.18666667,998.476666667,704.143333333,1309.6,1408.74,1395.97666667,419.86,444.79,1514.46666667,1523.46666667,734.48,935.58,1524.21666667,1404.03333333,867.463333333,454.61,1382.44,518.86,1456.97333333,1484.47666667,1465.53333333
638.3200000000001,680.143333333,1039.49666667,704.83,1098.7,1050.58333333,1241.07666667,974.476666667,444.166666667,235.726,198.663333333,433.676666667,474.703333333,839.14,615.9400000000001,528.1866666670001,950.993333333,987.983333333,489.5,727.403333333,1057.02666667,780.986666667,430.613333333,726.496666667,790.0700000000001,942.38,914.25,1252.1,678.046666667,1342.26666667,337.466666667,377.563333333,857.87,639.463333333,808.506666667,645.3133333329999,974.003333333,1077.76333333,878.2,449.236666667,1190.66,984.28,839.416666667,1144.68,477.306666667
446.243333333,831.776666667,612.893333333,787.76,610.536666667,625.506666667,369.923333333,562.72,313.07,157.58,569.173333333,352.12,570.916666667,564.0599999999999,599.246666667,477.983333333,778.466666667,491.636666667,651.643333333,1115.18666667,405.35,503.45,447.076666667,389.243333333,753.36,426.55,413.583333333,859.663333333,557.13,770.86,530.026666667,342.46,561.29,491.11,612.08,597.96,775.273333333,433.466666667,534.033333333,388.223333333,530.346666667,544.5633333329999,882.093333333,1052.27,1061.38333333
459.56,695.643333333,315.236666667,1003.58333333,654.72,688.21,337.386666667,810.4299999999999,404.4,450.18,1049.87666667,440.586666667,612.163333333,674.753333333,767.45,720.4299999999999,758.87,685.906666667,804.696666667,880.083333333,809.11,831.696666667,581.21,589.0733333330001,1080.79,853.516666667,649.843333333,510.13,854.52,1162.66666667,603.146666667,483.623333333,1172.39666667,408.146666667,377.24,1031.78,851.616666667,1140.76666667,494.836666667,667.553333333,1088.27333333,789.6866666670001,722.736666667,942.413333333,1199.63
636.67,677.643333333,1112.00666667,755.553333333,405.82,447.663333333,572.606666667,832.373333333,331.293333333,484.023333333,812.043333333,532.3099999999999,875.103333333,683.3099999999999,845.02,591.456666667,785.253333333,489.023333333,382.496666667,588.42,421.486666667,713.433333333,616.316666667,663.136666667,835.03,773.546666667,892.036666667,852.65,1031,1073.7,775.726666667,882.536666667,1097.48666667,534.0700000000001,759.673333333,886.826666667,918.62,1192.96666667,433.783333333,524.023333333,784.816666667,720.386666667,599.52,481.9,1100.65
582.743333333,597.0566666669999,1079.43333333,692.946666667,483.19,426.85,681.03,815.393333333,374.57,620.326666667,856.273333333,382.933333333,778.333333333,575.616666667,854.28,577.376666667,655.083333333,651.586666667,409.736666667,576.996666667,644.013333333,842.586666667,676.9400000000001,572.0566666669999,735.496666667,812.35,952.996666667,827.23,649.413333333,732.486666667,728.8099999999999,873.663333333,773.683333333,450.25,811.396666667,684.55,897.333333333,1107.36333333,432.103333333,492.74,806.033333333,994.786666667,685.523333333,1064.29666667,1096.93
541.8066666669999,538.736666667,600.893333333,656.96,596.713333333,983.87,638.88,671.4366666670001,537.23,536.826666667,638.97,425.393333333,625.996666667,726.65,841.093333333,672.266666667,670.126666667,909.406666667,697.7,583.73,941.896666667,500.483333333,448.443333333,637.91,452.34,286.296666667,713.963333333,940.593333333,701.24,1098.52,686.76,652.786666667,912.9400000000001,462.773333333,874.843333333,783.863333333,497.273333333,766.033333333,791.233333333,610.596666667,764.903333333,679.3,632.346666667,664.016666667,818.536666667
830.33,920.173333333,747.536666667,914.503333333,784.746666667,787.96,864.183333333,1084.01333333,551.566666667,169.405666667,764.233333333,421.93,823.896666667,1104.01,1181.57333333,948.9,794.866666667,872.163333333,967.98,825.36,1150.61333333,852.756666667,783.119333333,663.836666667,602.553333333,412.37,1090.76666667,1242.59666667,866.516666667,1204.09666667,938.62,726.8066666669999,965.346666667,655.363333333,618.796666667,822.26,543.8233333330001,884.64,909.3066666669999,824.763333333,1158.47666667,839.6799999999999,1053.10333333,694.636666667,1536.73333333
865.883333333,978.533333333,731.476666667,886.846666667,940.71,858.403333333,783.026666667,850.71,419.713333333,461.826666667,1080.3,388.763333333,494.57,1032.45,1138.30666667,890.85,711.673333333,826.843333333,658.636666667,558.67,837.116666667,940.546666667,718.66,566.166666667,410.67,499.19,985.04,984.483333333,971.996666667,839.13,774.873333333,640.0566666669999,736.97,418.056666667,1022.63,939.153333333,516.83,1072.32333333,853.15,781.87,813.856666667,730.5599999999999,964.35,1044.56,1204.33333333
592.586666667,1102.53,1190.37,856.736666667,838.1799999999999,820.373333333,436.903333333,657.976666667,293.746666667,337.554666667,872.643333333,864.8200000000001,844.3,1030.54,696.753333333,535.8066666669999,799.356666667,586.4299999999999,904.3066666669999,750.343333333,862.576666667,777.91,582.656666667,434.666666667,590.123333333,763.386666667,875.316666667,1072.81,1441.36666667,853.396666667,430.73,528.286666667,1458.86666667,1053.23333333,400.96,895.523333333,1263.96666667,769.49,664.39,478.69,931.65,564.933333333,1192.3,1226.47,797.803333333
